App,Rssi,Device,Hive_Position,Record_Type,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,w3,w2,w4,Radar,Audio
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536073,6143,false,96,94.06,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536074,6146,false,97,94.04,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536075,6154,false,97,94.08,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536076,6155,false,97,94.06,,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536076,1119,false,100,77.79,,70.34,1,70.34,13.42,18.30,29.86,8.76,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536078,1120,false,100,77.73,,70.34,1,70.34,13.42,18.30,29.86,8.76,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536079,6159,false,97,94.04,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536080,6162,false,97,94.08,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536081,6167,false,96,94.08,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536082,6168,false,97,94.06,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536085,6172,false,97,94.02,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536087,6175,false,97,94.06,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536089,6180,false,96,94.04,,,,,,,,,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 AM,08/31/2023 8:41 PM,1693536090,6181,false,97,94.06,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 3:40 AM,08/31/2023 9:40 PM,1693539644,2512,false,23,89.92,52,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 3:41 AM,08/31/2023 9:41 PM,1693539679,1121,false,100,77.43,,70.68,1,70.68,13.63,18.53,29.85,8.67,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 3:41 AM,08/31/2023 9:41 PM,1693539689,6182,false,97,94.46,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 4:40 AM,08/31/2023 10:40 PM,1693543244,2513,false,23,90.28,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 4:41 AM,08/31/2023 10:41 PM,1693543279,1122,false,100,80.33,,70.86,1,70.86,13.70,18.80,29.78,8.58,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 4:41 AM,08/31/2023 10:41 PM,1693543289,6183,false,98,94.17,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 5:40 AM,08/31/2023 11:40 PM,1693546844,2514,false,23,89.94,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 5:41 AM,08/31/2023 11:41 PM,1693546879,1123,false,100,81.95,,70.78,1,70.78,13.76,18.88,29.66,8.48,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 5:41 AM,08/31/2023 11:41 PM,1693546889,6184,false,98,93.95,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 6:40 AM,09/01/2023 12:40 AM,1693550444,2515,false,23,89.06,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 6:41 AM,09/01/2023 12:41 AM,1693550479,1124,false,100,82.41,,69.98,1,69.98,13.57,18.76,29.36,8.29,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 6:41 AM,09/01/2023 12:41 AM,1693550489,6185,false,97,93.91,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 7:40 AM,09/01/2023 1:40 AM,1693554044,2516,false,22,89.07,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 7:41 AM,09/01/2023 1:41 AM,1693554079,1125,false,100,81.08,,69.52,1,69.52,13.40,18.59,29.27,8.26,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 7:41 AM,09/01/2023 1:41 AM,1693554089,6186,false,97,93.86,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 8:40 AM,09/01/2023 2:40 AM,1693557644,2517,false,22,88.25,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 8:41 AM,09/01/2023 2:41 AM,1693557679,1126,false,100,79.66,,68.56,1,68.56,13.25,18.23,29.11,7.97,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 8:41 AM,09/01/2023 2:41 AM,1693557689,6187,false,97,93.93,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 9:40 AM,09/01/2023 3:40 AM,1693561244,2518,false,22,88.16,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 9:41 AM,09/01/2023 3:41 AM,1693561279,1127,false,100,79.89,,68.46,1,68.46,13.19,18.15,29.16,7.96,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 9:41 AM,09/01/2023 3:41 AM,1693561289,6188,false,98,94.01,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 10:40 AM,09/01/2023 4:40 AM,1693564844,2519,false,22,87.69,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 10:41 AM,09/01/2023 4:41 AM,1693564879,1128,false,100,78.09,,67.41,1,67.41,12.97,17.76,28.77,7.91,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 10:41 AM,09/01/2023 4:41 AM,1693564889,6189,false,97,94.11,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 11:40 AM,09/01/2023 5:40 AM,1693568444,2520,false,21,86.72,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 11:41 AM,09/01/2023 5:41 AM,1693568479,1129,false,100,76.94,,66.76,1,66.76,12.79,17.43,28.58,7.96,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 11:41 AM,09/01/2023 5:41 AM,1693568489,6190,false,98,94.11,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 12:40 PM,09/01/2023 6:40 AM,1693572044,2521,false,21,85.60,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 12:41 PM,09/01/2023 6:41 AM,1693572079,1130,false,100,75.52,,66.31,1,66.31,12.67,17.23,28.45,7.96,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 12:41 PM,09/01/2023 6:41 AM,1693572089,6191,false,97,93.97,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 1:40 PM,09/01/2023 7:40 AM,1693575644,2522,false,21,85.87,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 1:41 PM,09/01/2023 7:41 AM,1693575679,1131,false,100,74.75,,66.13,1,66.13,12.64,17.03,28.57,7.89,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 1:41 PM,09/01/2023 7:41 AM,1693575689,6192,false,98,94.04,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 2:40 PM,09/01/2023 8:40 AM,1693579244,2523,false,20,85.71,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 2:41 PM,09/01/2023 8:41 AM,1693579279,1132,false,100,77.21,,66.57,1,66.57,12.75,17.10,28.63,8.09,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 2:41 PM,09/01/2023 8:41 AM,1693579289,6193,false,97,93.72,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 3:40 PM,09/01/2023 9:40 AM,1693582844,2524,false,21,87.00,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 3:41 PM,09/01/2023 9:41 AM,1693582879,1133,false,100,79.26,,67.47,1,67.47,12.98,17.32,28.93,8.24,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 3:41 PM,09/01/2023 9:41 AM,1693582889,6194,false,97,93.88,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 4:40 PM,09/01/2023 10:40 AM,1693586444,2525,false,22,88.16,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 4:41 PM,09/01/2023 10:41 AM,1693586479,1134,false,100,80.09,,67.79,1,67.79,13.16,17.31,29.01,8.31,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 4:41 PM,09/01/2023 10:41 AM,1693586489,6195,false,97,93.70,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 5:40 PM,09/01/2023 11:40 AM,1693590044,2526,false,22,87.69,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 5:41 PM,09/01/2023 11:41 AM,1693590079,1135,false,100,80.24,,67.36,1,67.36,13.01,17.32,28.67,8.36,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 5:41 PM,09/01/2023 11:41 AM,1693590089,6196,false,97,93.54,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 6:40 PM,09/01/2023 12:40 PM,1693593644,2527,false,21,85.98,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 6:41 PM,09/01/2023 12:41 PM,1693593679,1136,false,100,77.46,,66.74,1,66.74,12.87,16.95,28.56,8.36,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 6:41 PM,09/01/2023 12:41 PM,1693593689,6197,false,97,93.54,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 7:40 PM,09/01/2023 1:40 PM,1693597244,2528,false,20,85.22,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 7:41 PM,09/01/2023 1:41 PM,1693597279,1137,false,100,75.74,,66.70,1,66.70,12.70,16.99,28.62,8.39,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 7:41 PM,09/01/2023 1:41 PM,1693597289,6198,false,98,93.45,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 8:40 PM,09/01/2023 2:40 PM,1693600844,2529,false,21,86.21,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 8:41 PM,09/01/2023 2:41 PM,1693600879,1138,false,100,74.64,,66.48,1,66.48,12.70,16.61,28.50,8.67,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 8:41 PM,09/01/2023 2:41 PM,1693600889,6199,false,97,93.65,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 9:40 PM,09/01/2023 3:40 PM,1693604444,2530,false,22,88.14,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 9:41 PM,09/01/2023 3:41 PM,1693604479,1139,false,100,76.15,,67.78,1,67.78,13.00,17.06,28.95,8.77,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 9:41 PM,09/01/2023 3:41 PM,1693604489,6200,false,97,93.41,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 10:40 PM,09/01/2023 4:40 PM,1693608044,2531,false,22,88.89,53,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 10:41 PM,09/01/2023 4:41 PM,1693608079,1140,false,100,76.09,,67.37,1,67.37,12.94,16.98,28.68,8.77,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 10:41 PM,09/01/2023 4:41 PM,1693608089,6201,false,97,93.23,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/01/2023 11:40 PM,09/01/2023 5:40 PM,1693611644,2532,false,22,89.13,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/01/2023 11:41 PM,09/01/2023 5:41 PM,1693611679,1141,false,100,75.68,,67.65,1,67.65,13.00,16.89,28.68,9.08,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/01/2023 11:41 PM,09/01/2023 5:41 PM,1693611689,6202,false,97,92.73,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 12:40 AM,09/01/2023 6:40 PM,1693615244,2533,false,22,88.44,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 12:41 AM,09/01/2023 6:41 PM,1693615279,1142,false,100,74.53,,67.65,1,67.65,12.93,16.80,28.71,9.21,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 12:41 AM,09/01/2023 6:41 PM,1693615289,6203,false,97,92.42,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 1:40 AM,09/01/2023 7:40 PM,1693618844,2534,false,21,87.06,55,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 1:41 AM,09/01/2023 7:41 PM,1693618879,1143,false,100,72.91,,67.23,1,67.23,12.78,16.66,28.45,9.34,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 1:41 AM,09/01/2023 7:41 PM,1693618889,6204,false,97,92.30,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 2:40 AM,09/01/2023 8:40 PM,1693622444,2535,false,20,84.93,55,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 2:41 AM,09/01/2023 8:41 PM,1693622479,1144,false,100,71.65,,66.99,1,66.99,12.77,16.46,28.37,9.39,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 2:41 AM,09/01/2023 8:41 PM,1693622489,6205,false,97,92.82,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 3:40 AM,09/01/2023 9:40 PM,1693626044,2536,false,19,84.32,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 3:41 AM,09/01/2023 9:41 PM,1693626079,1145,false,100,70.91,,66.97,1,66.97,12.79,16.34,28.31,9.53,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 3:41 AM,09/01/2023 9:41 PM,1693626089,6206,false,97,92.62,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 4:40 AM,09/01/2023 10:40 PM,1693629644,2537,false,19,84.47,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 4:41 AM,09/01/2023 10:41 PM,1693629679,1146,false,100,71.85,,67.35,1,67.35,12.98,16.48,28.31,9.58,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 4:41 AM,09/01/2023 10:41 PM,1693629689,6207,false,97,92.78,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 5:40 AM,09/01/2023 11:40 PM,1693633244,2538,false,21,83.73,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 5:41 AM,09/01/2023 11:41 PM,1693633279,1147,false,100,71.87,,67.18,1,67.18,13.02,16.41,28.10,9.65,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 5:41 AM,09/01/2023 11:41 PM,1693633289,6208,false,97,93.12,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 6:40 AM,09/02/2023 12:40 AM,1693636844,2539,false,21,83.40,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 6:41 AM,09/02/2023 12:41 AM,1693636879,1148,false,100,70.98,,66.93,1,66.93,13.04,16.18,28.03,9.68,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 6:41 AM,09/02/2023 12:41 AM,1693636889,6209,false,97,93.41,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 7:40 AM,09/02/2023 1:40 AM,1693640444,2540,false,20,83.04,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 7:41 AM,09/02/2023 1:41 AM,1693640479,1149,false,100,70.50,,66.91,1,66.91,13.03,16.09,28.00,9.79,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 7:41 AM,09/02/2023 1:41 AM,1693640489,6210,false,98,93.72,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 8:40 AM,09/02/2023 2:40 AM,1693644044,2541,false,20,83.19,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 8:41 AM,09/02/2023 2:41 AM,1693644079,1150,false,100,70.26,,66.90,1,66.90,12.97,15.99,28.02,9.92,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 8:41 AM,09/02/2023 2:41 AM,1693644089,6211,false,98,93.63,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 9:40 AM,09/02/2023 3:40 AM,1693647644,2542,false,20,83.33,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 9:41 AM,09/02/2023 3:41 AM,1693647679,1151,false,100,69.36,,66.85,1,66.85,12.95,15.83,27.96,10.11,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 9:41 AM,09/02/2023 3:41 AM,1693647689,6212,false,97,93.90,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 10:40 AM,09/02/2023 4:40 AM,1693651244,2543,false,20,82.09,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 10:41 AM,09/02/2023 4:41 AM,1693651279,1152,false,100,68.63,,66.70,1,66.70,12.95,15.64,27.85,10.26,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 10:41 AM,09/02/2023 4:41 AM,1693651289,6213,false,98,93.84,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 11:40 AM,09/02/2023 5:40 AM,1693654844,2544,false,20,82.45,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 11:41 AM,09/02/2023 5:41 AM,1693654879,1154,false,100,67.62,,66.64,1,66.64,12.94,15.50,27.79,10.41,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 11:41 AM,09/02/2023 5:41 AM,1693654889,6214,false,98,93.72,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 12:40 PM,09/02/2023 6:40 AM,1693658444,2545,false,19,81.50,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 12:41 PM,09/02/2023 6:41 AM,1693658479,1155,false,100,66.81,,66.63,1,66.63,12.92,15.37,27.77,10.57,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 12:41 PM,09/02/2023 6:41 AM,1693658489,6215,false,98,93.90,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 1:40 PM,09/02/2023 7:40 AM,1693662044,2546,false,19,80.81,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 1:41 PM,09/02/2023 7:41 AM,1693662079,1156,false,100,67.45,,66.93,1,66.93,12.99,15.41,27.81,10.72,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 1:41 PM,09/02/2023 7:41 AM,1693662089,6216,false,98,93.84,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 2:40 PM,09/02/2023 8:40 AM,1693665644,2547,false,20,82.00,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 2:41 PM,09/02/2023 8:41 AM,1693665679,1157,false,100,68.32,,67.23,1,67.23,13.12,15.38,27.86,10.87,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 2:41 PM,09/02/2023 8:41 AM,1693665689,6217,false,97,93.39,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 3:40 PM,09/02/2023 9:40 AM,1693669244,2548,false,20,82.47,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 3:41 PM,09/02/2023 9:41 AM,1693669279,1158,false,100,71.11,,67.77,1,67.77,13.32,15.57,27.80,11.08,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 3:41 PM,09/02/2023 9:41 AM,1693669289,6218,false,97,93.41,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 4:40 PM,09/02/2023 10:40 AM,1693672844,2549,false,20,82.95,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 4:41 PM,09/02/2023 10:41 AM,1693672879,1159,false,100,73.13,,68.05,1,68.05,13.59,15.58,27.80,11.08,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 4:41 PM,09/02/2023 10:41 AM,1693672889,6219,false,97,93.68,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 5:40 PM,09/02/2023 11:40 AM,1693676444,2550,false,23,87.02,57,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 5:41 PM,09/02/2023 11:41 AM,1693676479,1160,false,100,81.17,,69.48,1,69.48,13.96,16.73,27.56,11.23,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 5:41 PM,09/02/2023 11:41 AM,1693676489,6220,false,98,93.72,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 6:40 PM,09/02/2023 12:40 PM,1693680044,2551,false,24,89.58,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 6:41 PM,09/02/2023 12:41 PM,1693680079,1161,false,100,87.00,,70.76,1,70.76,14.53,16.97,28.47,10.79,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 6:41 PM,09/02/2023 12:41 PM,1693680089,6221,false,97,93.81,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 7:40 PM,09/02/2023 1:40 PM,1693683644,2552,false,24,92.08,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 7:41 PM,09/02/2023 1:41 PM,1693683679,1162,false,100,91.34,,71.66,1,71.66,14.95,17.28,28.67,10.76,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 7:41 PM,09/02/2023 1:41 PM,1693683689,6222,false,97,93.86,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 8:40 PM,09/02/2023 2:40 PM,1693687244,2553,false,25,93.36,56,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 8:41 PM,09/02/2023 2:41 PM,1693687279,1163,false,100,90.93,,71.71,1,71.71,14.92,17.47,28.71,10.61,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 8:41 PM,09/02/2023 2:41 PM,1693687289,6223,false,97,93.93,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 9:40 PM,09/02/2023 3:40 PM,1693690844,2554,false,27,96.18,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 9:41 PM,09/02/2023 3:41 PM,1693690879,1164,false,100,91.47,,72.03,1,72.03,14.98,17.67,28.92,10.46,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 9:41 PM,09/02/2023 3:41 PM,1693690889,6224,false,98,94.40,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 10:40 PM,09/02/2023 4:40 PM,1693694444,2555,false,27,96.04,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 10:41 PM,09/02/2023 4:41 PM,1693694479,1165,false,100,88.01,,72.04,1,72.04,14.71,17.89,28.81,10.63,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 10:41 PM,09/02/2023 4:41 PM,1693694489,6225,false,98,94.87,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/02/2023 11:40 PM,09/02/2023 5:40 PM,1693698044,2556,false,25,92.91,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/02/2023 11:41 PM,09/02/2023 5:41 PM,1693698080,1166,false,100,83.96,,71.24,1,71.24,14.44,17.49,29.22,10.09,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/02/2023 11:41 PM,09/02/2023 5:41 PM,1693698089,6226,false,98,94.64,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/03/2023 12:40 AM,09/02/2023 6:40 PM,1693701644,2557,false,23,89.72,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/03/2023 12:41 AM,09/02/2023 6:41 PM,1693701680,1167,false,100,81.10,,70.74,1,70.74,14.31,17.36,29.22,9.85,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/03/2023 12:41 AM,09/02/2023 6:41 PM,1693701689,6227,false,98,94.42,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/03/2023 1:40 AM,09/02/2023 7:40 PM,1693705244,2558,false,21,87.00,54,,,,,,,,,
BAPP,0,49:02:8D,Scale Under Hive,Logged_Data,09/03/2023 1:41 AM,09/02/2023 7:41 PM,1693705280,1168,false,100,78.96,,70.05,1,70.05,14.10,17.16,28.94,9.85,,
BAPP,0,47:20:22,Lower Brood,Logged_Data,09/03/2023 1:41 AM,09/02/2023 7:41 PM,1693705289,6228,false,98,94.15,,,,,,,,,,
BAPP,0,56:0B:D0,Upper Brood,Logged_Data,09/03/2023 2:40 AM,09/02/2023 8:40 PM,1693708844,2559,false,21,86.59,54,,,,,,,,,
