App,Rssi,Device,Hive_Position,Record_Type,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,w3,w2,w4,Radar,Audio
H|60,20,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 10:03 AM,02/23/2024 3:03 AM,1708682618,4117,false,89,74.46,83,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 10:33 AM,02/23/2024 3:33 AM,1708684414,5523,false,100,28.50,,100.29,1,100.29,31.62,16.42,24.19,28.06,,
H|60,22,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 10:53 AM,02/23/2024 3:53 AM,1708685618,4118,false,89,73.61,86,,,,,,,,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/23/2024 10:53 AM,02/23/2024 3:53 AM,1708685626,4412,false,70,51.99,,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 11:33 AM,02/23/2024 4:33 AM,1708688014,5524,false,100,27.89,,100.43,1,100.43,31.38,16.61,24.67,27.77,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/23/2024 11:53 AM,02/23/2024 4:53 AM,1708689216,4413,false,69,51.24,,,,,,,,,,
H|60,18,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 11:53 AM,02/23/2024 4:53 AM,1708689218,4119,false,89,73.65,82,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 12:33 PM,02/23/2024 5:33 AM,1708691614,5525,false,100,27.23,,100.54,1,100.54,31.14,16.80,25.10,27.50,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/23/2024 12:53 PM,02/23/2024 5:53 AM,1708692816,4414,false,69,50.50,,,,,,,,,,
H|60,20,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 12:53 PM,02/23/2024 5:53 AM,1708692827,4120,false,89,73.23,82,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 1:33 PM,02/23/2024 6:33 AM,1708695214,5526,false,100,26.86,,100.62,1,100.62,30.98,16.92,25.37,27.35,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 1:53 PM,02/23/2024 6:53 AM,1708696417,4121,false,88,72.35,81,,,,,,,,,
H|60,32,47:20:22,Lower Brood,Logged_Data,02/23/2024 1:53 PM,02/23/2024 6:53 AM,1708696425,4415,false,68,49.94,,,,,,,,,,
H|60,96,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 2:33 PM,02/23/2024 7:33 AM,1708698813,5527,false,100,26.49,,100.54,1,100.54,30.82,16.96,25.44,27.32,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/23/2024 2:53 PM,02/23/2024 7:53 AM,1708700020,4416,false,68,49.96,,,,,,,,,,
H|60,24,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 3:03 PM,02/23/2024 8:03 AM,1708700617,4122,false,88,72.14,82,,,,,,,,,
H|60,92,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 3:33 PM,02/23/2024 8:33 AM,1708702415,5528,false,100,28.77,,100.97,1,100.97,30.80,17.08,25.68,27.41,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/23/2024 3:53 PM,02/23/2024 8:53 AM,1708703615,4417,false,67,48.50,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 3:53 PM,02/23/2024 8:53 AM,1708703621,4123,false,89,72.51,82,,,,,,,,,
H|60,76,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 4:33 PM,02/23/2024 9:33 AM,1708706013,5529,false,100,39.11,,101.00,1,101.00,31.58,16.17,24.48,28.77,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/23/2024 4:53 PM,02/23/2024 9:53 AM,1708707215,4418,false,68,48.86,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 4:53 PM,02/23/2024 9:53 AM,1708707226,4124,false,89,73.99,83,,,,,,,,,
H|60,82,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 5:33 PM,02/23/2024 10:33 AM,1708709613,5530,false,100,43.32,,101.20,1,101.20,32.10,16.15,24.03,28.92,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/23/2024 5:53 PM,02/23/2024 10:53 AM,1708710815,4419,false,68,49.24,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 5:53 PM,02/23/2024 10:53 AM,1708710817,4125,false,89,76.09,86,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 6:33 PM,02/23/2024 11:33 AM,1708713213,5531,false,100,42.74,,101.22,1,101.22,32.20,16.23,24.14,28.65,,
H|60,30,47:20:22,Lower Brood,Logged_Data,02/23/2024 6:53 PM,02/23/2024 11:53 AM,1708714415,4420,false,68,50.10,,,,,,,,,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 6:53 PM,02/23/2024 11:53 AM,1708714421,4126,false,89,79.46,88,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 7:33 PM,02/23/2024 12:33 PM,1708716812,5532,false,100,50.99,,102.48,1,102.48,32.40,16.60,24.98,28.50,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/23/2024 7:53 PM,02/23/2024 12:53 PM,1708718014,4421,false,71,54.82,,,,,,,,,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 7:53 PM,02/23/2024 12:53 PM,1708718016,4127,false,90,82.70,82,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 8:33 PM,02/23/2024 1:33 PM,1708720412,5533,false,100,54.19,,102.59,1,102.59,32.86,16.74,24.75,28.24,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/23/2024 8:53 PM,02/23/2024 1:53 PM,1708721619,4422,false,72,56.78,,,,,,,,,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 8:53 PM,02/23/2024 1:53 PM,1708721621,4128,false,90,86.50,80,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 9:33 PM,02/23/2024 2:33 PM,1708724012,5534,false,100,57.14,,102.12,1,102.12,33.35,16.79,24.11,27.87,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/23/2024 9:53 PM,02/23/2024 2:53 PM,1708725214,4423,false,74,60.18,,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 9:53 PM,02/23/2024 2:53 PM,1708725225,4129,false,91,88.79,76,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 10:33 PM,02/23/2024 3:33 PM,1708727611,5535,false,100,54.82,,102.05,1,102.05,33.68,16.85,23.53,27.99,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 10:53 PM,02/23/2024 3:53 PM,1708728810,4130,false,91,88.89,73,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/23/2024 10:53 PM,02/23/2024 3:53 PM,1708728814,4424,false,76,63.86,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/23/2024 11:33 PM,02/23/2024 4:33 PM,1708731211,5536,false,100,50.61,,100.85,1,100.85,33.70,17.07,22.71,27.37,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/23/2024 11:53 PM,02/23/2024 4:53 PM,1708732411,4131,false,91,88.89,74,,,,,,,,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/23/2024 11:53 PM,02/23/2024 4:53 PM,1708732423,4425,false,78,67.55,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 12:33 AM,02/23/2024 5:33 PM,1708734811,5537,false,100,47.19,,100.16,1,100.16,33.60,17.15,22.52,26.89,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/24/2024 12:53 AM,02/23/2024 5:53 PM,1708736014,4426,false,79,71.13,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 12:53 AM,02/23/2024 5:53 PM,1708736015,4132,false,91,85.98,73,,,,,,,,,
H|60,92,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 1:33 AM,02/23/2024 6:33 PM,1708738411,5538,false,100,42.85,,99.21,1,99.21,33.50,17.10,22.04,26.57,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 1:53 AM,02/23/2024 6:53 PM,1708739611,4133,false,91,84.05,77,,,,,,,,,
H|60,32,47:20:22,Lower Brood,Logged_Data,02/24/2024 1:53 AM,02/23/2024 6:53 PM,1708739614,4427,false,78,65.67,,,,,,,,,,
H|60,96,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 2:33 AM,02/23/2024 7:33 PM,1708742010,5539,false,100,38.67,,98.42,1,98.42,33.41,16.99,21.66,26.36,,
H|60,30,47:20:22,Lower Brood,Logged_Data,02/24/2024 2:53 AM,02/23/2024 7:53 PM,1708743213,4428,false,78,65.12,,,,,,,,,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 2:53 AM,02/23/2024 7:53 PM,1708743219,4134,false,90,82.31,79,,,,,,,,,
H|60,96,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 3:33 AM,02/23/2024 8:33 PM,1708745610,5540,false,100,36.42,,97.93,1,97.93,33.34,16.89,21.43,26.27,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 3:53 AM,02/23/2024 8:53 PM,1708746810,4135,false,90,81.44,78,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/24/2024 3:53 AM,02/23/2024 8:53 PM,1708746817,4429,false,78,65.01,,,,,,,,,,
H|60,96,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 4:33 AM,02/23/2024 9:33 PM,1708749210,5541,false,100,34.93,,97.48,1,97.48,33.29,16.78,21.19,26.22,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/24/2024 4:53 AM,02/23/2024 9:53 PM,1708750413,4430,false,79,69.29,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 4:53 AM,02/23/2024 9:53 PM,1708750419,4136,false,90,80.65,77,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 5:33 AM,02/23/2024 10:33 PM,1708752811,5542,false,100,33.35,,96.91,1,96.91,33.29,16.61,20.73,26.28,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 5:53 AM,02/23/2024 10:53 PM,1708754010,4137,false,90,80.31,79,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/24/2024 5:53 AM,02/23/2024 10:53 PM,1708754013,4431,false,77,63.80,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 6:33 AM,02/23/2024 11:33 PM,1708756409,5543,false,100,32.09,,96.02,1,96.02,33.44,16.17,19.70,26.71,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 6:53 AM,02/23/2024 11:53 PM,1708757609,4138,false,90,79.10,76,,,,,,,,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/24/2024 6:53 AM,02/23/2024 11:53 PM,1708757612,4432,false,77,65.94,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 7:33 AM,02/24/2024 12:33 AM,1708760009,5544,false,100,30.92,,95.64,1,95.64,33.46,15.96,19.38,26.84,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 7:53 AM,02/24/2024 12:53 AM,1708761209,4139,false,90,78.33,75,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/24/2024 7:53 AM,02/24/2024 12:53 AM,1708761212,4433,false,76,62.09,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 8:33 AM,02/24/2024 1:33 AM,1708763610,5545,false,100,29.93,,96.12,1,96.12,33.22,16.28,20.19,26.43,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 8:53 AM,02/24/2024 1:53 AM,1708764809,4140,false,90,78.31,75,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/24/2024 8:53 AM,02/24/2024 1:53 AM,1708764816,4434,false,77,62.72,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 9:33 AM,02/24/2024 2:33 AM,1708767209,5546,false,100,29.06,,96.35,1,96.35,33.03,16.46,20.68,26.18,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 9:53 AM,02/24/2024 2:53 AM,1708768418,4141,false,90,77.77,78,,,,,,,,,
H|60,30,47:20:22,Lower Brood,Logged_Data,02/24/2024 9:53 AM,02/24/2024 2:53 AM,1708768421,4435,false,75,59.97,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 10:33 AM,02/24/2024 3:33 AM,1708770808,5547,false,100,28.25,,96.65,1,96.65,32.78,16.66,21.32,25.89,,
H|60,22,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 10:53 AM,02/24/2024 3:53 AM,1708772008,4142,false,90,77.10,77,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/24/2024 10:53 AM,02/24/2024 3:53 AM,1708772015,4436,false,75,59.07,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 11:33 AM,02/24/2024 4:33 AM,1708774408,5548,false,100,27.66,,96.83,1,96.83,32.52,16.82,21.85,25.64,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 11:53 AM,02/24/2024 4:53 AM,1708775608,4143,false,90,76.89,76,,,,,,,,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/24/2024 11:53 AM,02/24/2024 4:53 AM,1708775620,4437,false,75,58.76,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 12:33 PM,02/24/2024 5:33 AM,1708778008,5549,false,100,27.35,,96.93,1,96.93,32.36,16.88,22.14,25.55,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/24/2024 12:53 PM,02/24/2024 5:53 AM,1708779215,4438,false,75,58.44,,,,,,,,,,
H|60,22,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 12:53 PM,02/24/2024 5:53 AM,1708779217,4144,false,90,76.69,75,,,,,,,,,
H|60,98,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 1:33 PM,02/24/2024 6:33 AM,1708781608,5550,false,100,26.79,,96.91,1,96.91,32.26,16.88,22.24,25.53,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/24/2024 1:53 PM,02/24/2024 6:53 AM,1708782810,4439,false,74,58.24,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 1:53 PM,02/24/2024 6:53 AM,1708782813,4145,false,90,76.44,74,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 2:33 PM,02/24/2024 7:33 AM,1708785208,5551,false,100,26.22,,96.86,1,96.86,32.18,16.84,22.28,25.56,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/24/2024 2:53 PM,02/24/2024 7:53 AM,1708786410,4440,false,74,56.49,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 2:53 PM,02/24/2024 7:53 AM,1708786413,4146,false,90,76.08,74,,,,,,,,,
H|60,82,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 3:33 PM,02/24/2024 8:33 AM,1708788807,5552,false,100,28.95,,97.34,1,97.34,32.14,16.84,22.60,25.76,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/24/2024 3:53 PM,02/24/2024 8:53 AM,1708790009,4441,false,75,58.82,,,,,,,,,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 3:53 PM,02/24/2024 8:53 AM,1708790012,4147,false,90,76.37,79,,,,,,,,,
H|60,82,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 4:33 PM,02/24/2024 9:33 AM,1708792408,5553,false,100,39.70,,98.15,1,98.15,32.88,16.08,22.23,26.96,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 4:53 PM,02/24/2024 9:53 AM,1708793607,4148,false,90,78.45,81,,,,,,,,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/24/2024 4:53 PM,02/24/2024 9:53 AM,1708793609,4442,false,76,62.49,,,,,,,,,,
H|60,92,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 5:33 PM,02/24/2024 10:33 AM,1708796007,5554,false,100,44.85,,98.37,1,98.37,33.28,16.28,21.64,27.17,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/24/2024 5:53 PM,02/24/2024 10:53 AM,1708797210,4443,false,75,59.63,,,,,,,,,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 5:53 PM,02/24/2024 10:53 AM,1708797212,4149,false,90,80.76,81,,,,,,,,,
H|60,92,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 6:33 PM,02/24/2024 11:33 AM,1708799607,5555,false,100,45.24,,98.55,1,98.55,33.32,16.33,21.94,26.96,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 6:53 PM,02/24/2024 11:53 AM,1708800807,4150,false,91,83.10,81,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/24/2024 6:53 PM,02/24/2024 11:53 AM,1708800810,4444,false,76,62.05,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 7:33 PM,02/24/2024 12:33 PM,1708803207,5556,false,100,54.28,,100.26,1,100.26,33.38,16.82,23.18,26.88,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 7:53 PM,02/24/2024 12:53 PM,1708804406,4151,false,91,87.04,76,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/24/2024 7:53 PM,02/24/2024 12:53 PM,1708804413,4445,false,79,66.77,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 8:33 PM,02/24/2024 1:33 PM,1708806807,5557,false,100,59.32,,99.72,1,99.72,33.75,16.84,22.47,26.66,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 8:53 PM,02/24/2024 1:53 PM,1708808006,4152,false,91,88.35,75,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/24/2024 8:53 PM,02/24/2024 1:53 PM,1708808009,4446,false,78,66.50,,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 9:33 PM,02/24/2024 2:33 PM,1708810406,5558,false,100,60.72,,98.82,1,98.82,34.09,16.86,21.62,26.25,,
H|60,42,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 9:53 PM,02/24/2024 2:53 PM,1708811607,4153,false,91,89.31,73,,,,,,,,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/24/2024 9:53 PM,02/24/2024 2:53 PM,1708811613,4447,false,79,68.01,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 10:33 PM,02/24/2024 3:33 PM,1708814005,5559,false,100,58.55,,98.77,1,98.77,34.34,16.91,21.00,26.52,,
H|60,40,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 10:53 PM,02/24/2024 3:53 PM,1708815206,4154,false,91,89.88,73,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/24/2024 10:53 PM,02/24/2024 3:53 PM,1708815208,4448,false,81,70.06,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/24/2024 11:33 PM,02/24/2024 4:33 PM,1708817605,5560,false,100,54.19,,97.10,1,97.10,34.14,17.00,20.18,25.78,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/24/2024 11:53 PM,02/24/2024 4:53 PM,1708818806,4155,false,91,89.51,73,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/24/2024 11:53 PM,02/24/2024 4:53 PM,1708818808,4449,false,81,71.34,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 12:33 AM,02/24/2024 5:33 PM,1708821205,5561,false,100,50.64,,96.09,1,96.09,33.94,16.93,20.07,25.15,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 12:53 AM,02/24/2024 5:53 PM,1708822406,4156,false,92,87.87,73,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/25/2024 12:53 AM,02/24/2024 5:53 PM,1708822408,4450,false,82,73.13,,,,,,,,,,
H|60,98,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 1:33 AM,02/24/2024 6:33 PM,1708824806,5562,false,100,45.55,,94.61,1,94.61,33.78,16.68,19.56,24.59,,
H|60,28,47:20:22,Lower Brood,Logged_Data,02/25/2024 1:53 AM,02/24/2024 6:53 PM,1708826008,4451,false,81,72.64,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 1:53 AM,02/24/2024 6:53 PM,1708826011,4157,false,91,85.49,75,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 2:33 AM,02/24/2024 7:33 PM,1708828404,5563,false,100,40.87,,93.51,1,93.51,33.66,16.40,19.22,24.23,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 2:53 AM,02/24/2024 7:53 PM,1708829605,4158,false,91,85.82,73,,,,,,,,,
H|60,28,47:20:22,Lower Brood,Logged_Data,02/25/2024 2:53 AM,02/24/2024 7:53 PM,1708829616,4452,false,82,73.83,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 3:33 AM,02/24/2024 8:33 PM,1708832004,5564,false,100,37.88,,92.77,1,92.77,33.57,16.20,19.00,24.00,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 3:53 AM,02/24/2024 8:53 PM,1708833205,4159,false,91,84.12,74,,,,,,,,,
H|60,28,47:20:22,Lower Brood,Logged_Data,02/25/2024 3:53 AM,02/24/2024 8:53 PM,1708833207,4453,false,81,72.30,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 4:33 AM,02/24/2024 9:33 PM,1708835604,5565,false,100,35.47,,92.12,1,92.12,33.50,16.01,18.82,23.79,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 4:53 AM,02/24/2024 9:53 PM,1708836805,4160,false,91,83.06,76,,,,,,,,,
H|60,28,47:20:22,Lower Brood,Logged_Data,02/25/2024 4:53 AM,02/24/2024 9:53 PM,1708836811,4454,false,82,73.88,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 5:33 AM,02/24/2024 10:33 PM,1708839204,5566,false,100,34.26,,91.67,1,91.67,33.48,15.83,18.63,23.73,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 5:53 AM,02/24/2024 10:53 PM,1708840404,4161,false,91,81.86,75,,,,,,,,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/25/2024 5:53 AM,02/24/2024 10:53 PM,1708840406,4455,false,81,71.04,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 6:33 AM,02/24/2024 11:33 PM,1708842803,5567,false,100,33.22,,91.01,1,91.01,33.53,15.53,18.16,23.79,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 6:53 AM,02/24/2024 11:53 PM,1708844004,4162,false,91,80.88,74,,,,,,,,,
H|60,30,47:20:22,Lower Brood,Logged_Data,02/25/2024 6:53 AM,02/24/2024 11:53 PM,1708844010,4456,false,81,70.30,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 7:33 AM,02/25/2024 12:33 AM,1708846403,5568,false,100,31.69,,90.45,1,90.45,33.55,15.27,17.84,23.79,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 7:53 AM,02/25/2024 12:53 AM,1708847604,4163,false,91,80.56,74,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/25/2024 7:53 AM,02/25/2024 12:53 AM,1708847610,4457,false,81,70.25,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 8:33 AM,02/25/2024 1:33 AM,1708850006,5569,false,100,30.74,,91.01,1,91.01,33.20,15.78,18.91,23.12,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/25/2024 8:53 AM,02/25/2024 1:53 AM,1708851206,4458,false,82,72.51,,,,,,,,,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 8:53 AM,02/25/2024 1:53 AM,1708851209,4164,false,91,79.97,74,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 9:33 AM,02/25/2024 2:33 AM,1708853603,5570,false,100,30.45,,91.25,1,91.25,32.91,16.07,19.56,22.71,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/25/2024 9:53 AM,02/25/2024 2:53 AM,1708854806,4459,false,81,72.06,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 9:53 AM,02/25/2024 2:53 AM,1708854809,4165,false,90,78.96,75,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 10:33 AM,02/25/2024 3:33 AM,1708857203,5571,false,100,29.60,,91.29,1,91.29,32.64,16.27,20.03,22.35,,
H|60,24,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 10:53 AM,02/25/2024 3:53 AM,1708858404,4166,false,90,78.94,74,,,,,,,,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/25/2024 10:53 AM,02/25/2024 3:53 AM,1708858406,4460,false,81,71.47,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 11:33 AM,02/25/2024 4:33 AM,1708860802,5572,false,100,29.64,,91.47,1,91.47,32.39,16.47,20.48,22.13,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 11:53 AM,02/25/2024 4:53 AM,1708862003,4167,false,90,77.86,73,,,,,,,,,
H|60,28,47:20:22,Lower Brood,Logged_Data,02/25/2024 11:53 AM,02/25/2024 4:53 AM,1708862005,4461,false,81,70.06,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 12:33 PM,02/25/2024 5:33 AM,1708864403,5573,false,100,29.48,,91.52,1,91.52,32.20,16.60,20.78,21.94,,
H|60,24,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 12:53 PM,02/25/2024 5:53 AM,1708865603,4168,false,90,77.61,72,,,,,,,,,
H|60,28,47:20:22,Lower Brood,Logged_Data,02/25/2024 12:53 PM,02/25/2024 5:53 AM,1708865605,4462,false,82,70.43,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 1:33 PM,02/25/2024 6:33 AM,1708868002,5574,false,100,28.68,,91.44,1,91.44,32.09,16.64,20.89,21.82,,
H|60,20,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 1:53 PM,02/25/2024 6:53 AM,1708869203,4169,false,90,77.10,73,,,,,,,,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/25/2024 1:53 PM,02/25/2024 6:53 AM,1708869209,4463,false,81,69.63,,,,,,,,,,
