App,Rssi,Device,Hive_Position,Record_Type,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,w3,w2,w4,Radar,Audio
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 6:23 AM,02/26/2024 11:23 PM,1709014992,5615,false,100,35.02,,91.73,1,91.73,34.01,18.56,19.75,19.41,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 6:23 AM,02/26/2024 11:23 PM,1709014996,4461,false,92,85.06,74,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 6:53 AM,02/26/2024 11:53 PM,1709016798,4588,false,89,83.67,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 7:23 AM,02/27/2024 12:23 AM,1709018591,5616,false,100,32.77,,91.56,1,91.56,33.68,18.44,20.12,19.32,,
H|60,42,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 7:23 AM,02/27/2024 12:23 AM,1709018595,4462,false,92,84.12,70,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/27/2024 7:53 AM,02/27/2024 12:53 AM,1709020390,4589,false,89,84.38,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 8:23 AM,02/27/2024 1:23 AM,1709022191,5617,false,100,32.19,,91.47,1,91.47,33.44,18.28,20.40,19.35,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 8:23 AM,02/27/2024 1:23 AM,1709022195,4463,false,92,83.93,71,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 8:53 AM,02/27/2024 1:53 AM,1709023998,4590,false,89,83.42,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 9:23 AM,02/27/2024 2:23 AM,1709025791,5618,false,100,31.87,,91.49,1,91.49,33.26,18.20,20.65,19.38,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 9:23 AM,02/27/2024 2:23 AM,1709025795,4464,false,92,82.94,70,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 9:53 AM,02/27/2024 2:53 AM,1709027593,4591,false,89,82.92,,,,,,,,,,
H|60,44,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 10:23 AM,02/27/2024 3:23 AM,1709029389,4465,false,92,83.93,71,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 10:23 AM,02/27/2024 3:23 AM,1709029390,5619,false,100,30.39,,91.47,1,91.47,33.05,18.15,20.96,19.31,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/27/2024 10:53 AM,02/27/2024 3:53 AM,1709031193,4592,false,89,82.34,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 11:23 AM,02/27/2024 4:23 AM,1709032989,4466,false,92,82.36,70,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 11:23 AM,02/27/2024 4:23 AM,1709032990,5620,false,100,30.14,,91.71,1,91.71,32.82,18.18,21.45,19.26,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/27/2024 11:53 AM,02/27/2024 4:53 AM,1709034802,4593,false,89,83.10,,,,,,,,,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 12:23 PM,02/27/2024 5:23 AM,1709036589,4467,false,92,82.20,68,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 12:23 PM,02/27/2024 5:23 AM,1709036591,5621,false,100,30.14,,92.41,1,92.41,32.32,18.57,22.71,18.81,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/27/2024 12:53 PM,02/27/2024 5:53 AM,1709038397,4594,false,88,81.68,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 1:23 PM,02/27/2024 6:23 AM,1709040189,4468,false,92,82.07,69,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 1:23 PM,02/27/2024 6:23 AM,1709040190,5622,false,100,29.39,,92.78,1,92.78,31.96,18.90,23.47,18.45,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 1:53 PM,02/27/2024 6:53 AM,1709041997,4595,false,89,82.20,,,,,,,,,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 2:23 PM,02/27/2024 7:23 AM,1709043789,4469,false,92,81.46,68,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 2:23 PM,02/27/2024 7:23 AM,1709043790,5623,false,100,28.05,,92.75,1,92.75,31.81,18.95,23.62,18.37,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/27/2024 2:53 PM,02/27/2024 7:53 AM,1709045596,4596,false,89,82.23,,,,,,,,,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 3:23 PM,02/27/2024 8:23 AM,1709047388,4470,false,92,81.48,70,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 3:23 PM,02/27/2024 8:23 AM,1709047389,5624,false,100,29.22,,92.97,1,92.97,31.71,19.00,23.84,18.42,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 3:53 PM,02/27/2024 8:53 AM,1709049188,4597,false,88,81.86,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 4:23 PM,02/27/2024 9:23 AM,1709050988,4471,false,92,82.92,70,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 4:23 PM,02/27/2024 9:23 AM,1709050990,5625,false,100,30.30,,93.13,1,93.13,31.68,19.11,23.91,18.43,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/27/2024 4:53 PM,02/27/2024 9:53 AM,1709052788,4598,false,89,82.14,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 5:23 PM,02/27/2024 10:23 AM,1709054588,4472,false,92,83.22,70,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 5:23 PM,02/27/2024 10:23 AM,1709054589,5626,false,100,33.15,,93.01,1,93.01,33.02,18.40,21.63,19.96,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/27/2024 5:53 PM,02/27/2024 10:53 AM,1709056388,4599,false,88,80.20,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 6:23 PM,02/27/2024 11:23 AM,1709058189,5627,false,100,33.96,,93.52,1,93.52,33.19,18.45,21.80,20.08,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 6:23 PM,02/27/2024 11:23 AM,1709058202,4473,false,92,83.93,70,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 6:53 PM,02/27/2024 11:53 AM,1709059995,4600,false,88,78.58,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 7:23 PM,02/27/2024 12:23 PM,1709061788,5628,false,100,38.89,,94.70,1,94.70,33.23,18.70,22.62,20.15,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 7:23 PM,02/27/2024 12:23 PM,1709061797,4474,false,92,83.94,73,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 7:53 PM,02/27/2024 12:53 PM,1709063605,4601,false,88,78.89,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 8:23 PM,02/27/2024 1:23 PM,1709065388,5629,false,100,35.83,,93.98,1,93.98,33.64,18.75,21.41,20.18,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 8:23 PM,02/27/2024 1:23 PM,1709065388,4475,false,92,84.61,71,,,,,,,,,
H|60,22,47:20:22,Lower Brood,Logged_Data,02/27/2024 8:53 PM,02/27/2024 1:53 PM,1709067187,4602,false,88,78.63,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 9:23 PM,02/27/2024 2:23 PM,1709068988,5630,false,100,39.61,,94.51,1,94.51,33.66,18.83,21.83,20.19,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 9:23 PM,02/27/2024 2:23 PM,1709068988,4476,false,92,86.88,69,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 9:53 PM,02/27/2024 2:53 PM,1709070791,4603,false,88,77.73,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 10:23 PM,02/27/2024 3:23 PM,1709072588,5631,false,100,39.43,,94.25,1,94.25,34.22,18.85,20.59,20.59,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 10:23 PM,02/27/2024 3:23 PM,1709072588,4477,false,92,87.00,69,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 10:53 PM,02/27/2024 3:53 PM,1709074386,4604,false,87,77.30,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 11:23 PM,02/27/2024 4:23 PM,1709076186,5633,false,100,33.51,,92.63,1,92.63,34.20,18.57,19.66,20.20,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 11:23 PM,02/27/2024 4:23 PM,1709076191,4478,false,92,87.11,68,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 11:53 PM,02/27/2024 4:53 PM,1709077994,4605,false,87,77.12,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 12:23 AM,02/27/2024 5:23 PM,1709079787,5634,false,100,32.79,,92.37,1,92.37,34.22,18.51,19.46,20.18,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 12:23 AM,02/27/2024 5:23 PM,1709079787,4479,false,92,86.00,69,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/28/2024 12:53 AM,02/27/2024 5:53 PM,1709081586,4606,false,87,75.59,,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 1:23 AM,02/27/2024 6:23 PM,1709083387,4480,false,92,85.10,70,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 1:23 AM,02/27/2024 6:23 PM,1709083389,5635,false,100,31.47,,92.20,1,92.20,34.24,18.50,19.42,20.04,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/28/2024 1:53 AM,02/27/2024 6:53 PM,1709085204,4607,false,87,76.04,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 2:23 AM,02/27/2024 7:23 PM,1709086987,5636,false,100,30.11,,91.90,1,91.90,34.17,18.43,19.42,19.88,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 2:23 AM,02/27/2024 7:23 PM,1709086991,4481,false,92,84.70,70,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/28/2024 2:53 AM,02/27/2024 7:53 PM,1709088794,4611,false,86,74.33,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 3:23 AM,02/27/2024 8:23 PM,1709090587,4482,false,92,83.39,71,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 3:23 AM,02/27/2024 8:23 PM,1709090588,5637,false,100,29.75,,91.70,1,91.70,34.08,18.36,19.48,19.78,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/28/2024 3:53 AM,02/27/2024 8:53 PM,1709092385,4612,false,87,75.11,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 4:23 AM,02/27/2024 9:23 PM,1709094186,5638,false,100,29.66,,91.68,1,91.68,33.95,18.37,19.76,19.60,,
H|60,46,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 4:23 AM,02/27/2024 9:23 PM,1709094186,4483,false,92,84.39,71,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/28/2024 4:53 AM,02/27/2024 9:53 PM,1709095998,4613,false,86,73.63,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 5:23 AM,02/27/2024 10:23 PM,1709097785,5639,false,100,28.97,,91.79,1,91.79,33.84,18.50,20.16,19.29,,
H|60,46,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 5:23 AM,02/27/2024 10:23 PM,1709097786,4484,false,92,83.04,71,,,,,,,,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/28/2024 5:53 AM,02/27/2024 10:53 PM,1709099588,4614,false,86,73.22,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 6:23 AM,02/27/2024 11:23 PM,1709101385,5640,false,100,26.99,,91.62,1,91.62,33.72,18.52,20.30,19.08,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 6:23 AM,02/27/2024 11:23 PM,1709101391,4485,false,92,84.99,70,,,,,,,,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/28/2024 6:53 AM,02/27/2024 11:53 PM,1709103188,4615,false,85,70.91,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 7:23 AM,02/28/2024 12:23 AM,1709104985,5641,false,100,25.80,,91.45,1,91.45,33.68,18.52,20.28,18.97,,
H|60,46,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 7:23 AM,02/28/2024 12:23 AM,1709104986,4486,false,92,88.07,67,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/28/2024 7:53 AM,02/28/2024 12:53 AM,1709106787,4616,false,86,72.24,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 8:23 AM,02/28/2024 1:23 AM,1709108584,5642,false,100,24.24,,91.22,1,91.22,33.58,18.48,20.27,18.89,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 8:23 AM,02/28/2024 1:23 AM,1709108585,4487,false,92,86.12,65,,,,,,,,,
H|60,24,47:20:22,Lower Brood,Logged_Data,02/28/2024 8:53 AM,02/28/2024 1:53 AM,1709110387,4617,false,85,71.95,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 9:23 AM,02/28/2024 2:23 AM,1709112184,5643,false,100,23.82,,91.17,1,91.17,33.48,18.45,20.42,18.82,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 9:23 AM,02/28/2024 2:23 AM,1709112185,4488,false,92,84.83,65,,,,,,,,,
H|60,50,47:20:22,Lower Brood,Logged_Data,02/28/2024 9:53 AM,02/28/2024 2:53 AM,1709113987,4618,false,85,69.99,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 10:23 AM,02/28/2024 3:23 AM,1709115784,5644,false,100,22.69,,91.02,1,91.02,33.38,18.40,20.45,18.79,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 10:23 AM,02/28/2024 3:23 AM,1709115785,4489,false,92,85.08,66,,,,,,,,,
H|60,28,47:20:22,Lower Brood,Logged_Data,02/28/2024 10:53 AM,02/28/2024 3:53 AM,1709117586,4619,false,84,68.57,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 11:23 AM,02/28/2024 4:23 AM,1709119384,5645,false,100,22.38,,90.90,1,90.90,33.37,18.29,20.35,18.89,,
H|60,42,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 11:23 AM,02/28/2024 4:23 AM,1709119384,4490,false,92,85.98,65,,,,,,,,,
H|60,48,47:20:22,Lower Brood,Logged_Data,02/28/2024 11:53 AM,02/28/2024 4:53 AM,1709121186,4620,false,84,68.52,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 12:23 PM,02/28/2024 5:23 AM,1709122983,5646,false,100,22.02,,90.78,1,90.78,33.35,18.21,20.28,18.94,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 12:23 PM,02/28/2024 5:23 AM,1709122984,4491,false,92,84.43,65,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/28/2024 12:53 PM,02/28/2024 5:53 AM,1709124786,4621,false,84,68.36,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 1:23 PM,02/28/2024 6:23 AM,1709126583,5647,false,100,21.47,,90.70,1,90.70,33.29,18.14,20.31,18.96,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 1:23 PM,02/28/2024 6:23 AM,1709126584,4492,false,92,84.83,64,,,,,,,,,
H|60,26,47:20:22,Lower Brood,Logged_Data,02/28/2024 1:53 PM,02/28/2024 6:53 AM,1709128386,4622,false,84,68.91,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 2:23 PM,02/28/2024 7:23 AM,1709130184,5648,false,100,21.16,,90.68,1,90.68,33.25,18.09,20.38,18.96,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 2:23 PM,02/28/2024 7:23 AM,1709130189,4493,false,92,83.93,67,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/28/2024 2:53 PM,02/28/2024 7:53 AM,1709131991,4623,false,83,67.42,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 3:23 PM,02/28/2024 8:23 AM,1709133783,5649,false,100,24.78,,91.03,1,91.03,33.09,18.05,20.89,19.00,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 3:23 PM,02/28/2024 8:23 AM,1709133784,4494,false,92,83.82,67,,,,,,,,,
H|60,48,47:20:22,Lower Brood,Logged_Data,02/28/2024 3:53 PM,02/28/2024 8:53 AM,1709135600,4624,false,84,68.36,,,,,,,,,,
H|60,22,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 4:23 PM,02/28/2024 9:23 AM,1709137384,4495,false,92,84.30,66,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 4:23 PM,02/28/2024 9:23 AM,1709137385,5650,false,100,32.41,,90.81,1,90.81,33.68,17.38,19.75,20.00,,
H|60,22,47:20:22,Lower Brood,Logged_Data,02/28/2024 4:53 PM,02/28/2024 9:53 AM,1709139185,4625,false,83,67.31,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 5:23 PM,02/28/2024 10:23 AM,1709140982,5651,false,100,39.95,,93.06,1,93.06,34.05,18.28,20.99,19.74,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 5:23 PM,02/28/2024 10:23 AM,1709140983,4496,false,92,85.85,67,,,,,,,,,
H|60,26,47:20:22,Lower Brood,Logged_Data,02/28/2024 5:53 PM,02/28/2024 10:53 AM,1709142785,4626,false,85,71.76,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 6:23 PM,02/28/2024 11:23 AM,1709144582,5652,false,100,38.58,,93.37,1,93.37,34.23,18.43,21.09,19.62,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 6:23 PM,02/28/2024 11:23 AM,1709144583,4497,false,92,86.77,69,,,,,,,,,
H|60,48,47:20:22,Lower Brood,Logged_Data,02/28/2024 6:53 PM,02/28/2024 11:53 AM,1709146385,4627,false,84,68.18,,,,,,,,,,
H|60,80,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 7:23 PM,02/28/2024 12:23 PM,1709148182,5653,false,100,46.04,,95.57,1,95.57,34.07,18.91,22.99,19.60,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 7:23 PM,02/28/2024 12:23 PM,1709148183,4498,false,92,90.12,70,,,,,,,,,
H|60,24,47:20:22,Lower Brood,Logged_Data,02/28/2024 7:53 PM,02/28/2024 12:53 PM,1709149985,4628,false,85,72.87,,,,,,,,,,
H|60,82,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 8:23 PM,02/28/2024 1:23 PM,1709151782,5654,false,100,51.65,,95.57,1,95.57,34.54,19.25,22.15,19.63,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 8:23 PM,02/28/2024 1:23 PM,1709151783,4499,false,92,89.81,71,,,,,,,,,
H|60,18,47:20:22,Lower Brood,Logged_Data,02/28/2024 8:53 PM,02/28/2024 1:53 PM,1709153584,4629,false,86,73.68,,,,,,,,,,
H|60,82,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 9:23 PM,02/28/2024 2:23 PM,1709155381,5655,false,100,53.58,,94.41,1,94.41,35.24,19.14,20.26,19.77,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 9:23 PM,02/28/2024 2:23 PM,1709155387,4500,false,92,88.75,70,,,,,,,,,
H|60,20,47:20:22,Lower Brood,Logged_Data,02/28/2024 9:53 PM,02/28/2024 2:53 PM,1709157184,4630,false,87,77.01,,,,,,,,,,
H|60,96,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 10:23 PM,02/28/2024 3:23 PM,1709158981,5656,false,100,52.75,,94.16,1,94.16,35.95,18.97,19.06,20.18,,
H|60,40,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 10:23 PM,02/28/2024 3:23 PM,1709158982,4501,false,92,88.41,73,,,,,,,,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/28/2024 10:53 PM,02/28/2024 3:53 PM,1709160798,4631,false,86,75.14,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/28/2024 11:23 PM,02/28/2024 4:23 PM,1709162583,5657,false,100,48.86,,92.76,1,92.76,36.21,18.86,17.70,19.99,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/28/2024 11:23 PM,02/28/2024 4:23 PM,1709162592,4502,false,92,87.69,76,,,,,,,,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/28/2024 11:53 PM,02/28/2024 4:53 PM,1709164384,4632,false,86,74.51,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 12:23 AM,02/28/2024 5:23 PM,1709166181,5658,false,100,45.30,,92.16,1,92.16,36.19,18.84,17.70,19.43,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 12:23 AM,02/28/2024 5:23 PM,1709166192,4503,false,92,87.18,76,,,,,,,,,
H|60,18,47:20:22,Lower Brood,Logged_Data,02/29/2024 12:53 AM,02/28/2024 5:53 PM,1709167983,4633,false,87,76.09,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 1:23 AM,02/28/2024 6:23 PM,1709169780,5659,false,100,41.41,,91.22,1,91.22,36.17,18.61,17.38,19.06,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 1:23 AM,02/28/2024 6:23 PM,1709169791,4504,false,92,85.60,76,,,,,,,,,
H|60,50,47:20:22,Lower Brood,Logged_Data,02/29/2024 1:53 AM,02/28/2024 6:53 PM,1709171593,4634,false,87,76.60,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 2:23 AM,02/28/2024 7:23 PM,1709173381,5660,false,100,36.73,,90.16,1,90.16,36.10,18.30,17.00,18.76,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 2:23 AM,02/28/2024 7:23 PM,1709173382,4505,false,92,84.03,73,,,,,,,,,
H|60,46,47:20:22,Lower Brood,Logged_Data,02/29/2024 2:53 AM,02/28/2024 7:53 PM,1709175188,4635,false,86,74.56,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 3:23 AM,02/28/2024 8:23 PM,1709176980,5661,false,100,33.89,,89.54,1,89.54,36.07,18.06,16.83,18.58,,
H|60,42,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 3:23 AM,02/28/2024 8:23 PM,1709176982,4506,false,92,83.22,73,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/29/2024 3:53 AM,02/28/2024 8:53 PM,1709178782,4636,false,86,74.89,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 4:22 AM,02/28/2024 9:22 PM,1709180579,5662,false,100,31.94,,89.11,1,89.11,36.03,17.88,16.75,18.45,,
H|60,44,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 4:23 AM,02/28/2024 9:23 PM,1709180581,4507,false,92,82.45,74,,,,,,,,,
H|60,22,47:20:22,Lower Brood,Logged_Data,02/29/2024 4:53 AM,02/28/2024 9:53 PM,1709182392,4637,false,86,74.28,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 5:22 AM,02/28/2024 10:22 PM,1709184179,5663,false,100,30.34,,89.09,1,89.09,35.81,17.92,17.29,18.07,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 5:23 AM,02/28/2024 10:23 PM,1709184186,4508,false,91,81.62,76,,,,,,,,,
H|60,50,47:20:22,Lower Brood,Logged_Data,02/29/2024 5:53 AM,02/28/2024 10:53 PM,1709185982,4638,false,86,73.13,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 6:22 AM,02/28/2024 11:22 PM,1709187779,5664,false,100,29.24,,88.94,1,88.94,35.61,17.89,17.57,17.87,,
H|60,44,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 6:23 AM,02/28/2024 11:23 PM,1709187781,4509,false,92,80.94,76,,,,,,,,,
H|60,48,47:20:22,Lower Brood,Logged_Data,02/29/2024 6:53 AM,02/28/2024 11:53 PM,1709189582,4639,false,86,73.77,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 7:23 AM,02/29/2024 12:23 AM,1709191380,5665,false,100,28.23,,88.76,1,88.76,35.48,17.79,17.66,17.83,,
H|60,44,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 7:23 AM,02/29/2024 12:23 AM,1709191381,4510,false,91,80.65,73,,,,,,,,,
H|60,50,47:20:22,Lower Brood,Logged_Data,02/29/2024 7:53 AM,02/29/2024 12:53 AM,1709193182,4640,false,86,72.96,,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 8:22 AM,02/29/2024 1:22 AM,1709194979,5666,false,100,27.73,,88.69,1,88.69,35.34,17.69,17.81,17.85,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 8:23 AM,02/29/2024 1:23 AM,1709194986,4511,false,91,80.70,74,,,,,,,,,
H|60,52,47:20:22,Lower Brood,Logged_Data,02/29/2024 8:53 AM,02/29/2024 1:53 AM,1709196781,4641,false,86,73.16,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 9:22 AM,02/29/2024 2:22 AM,1709198578,5667,false,100,27.01,,88.61,1,88.61,35.25,17.61,17.87,17.88,,
H|60,40,56:0B:D0,Upper Brood,Logged_Data,02/29/2024 9:23 AM,02/29/2024 2:23 AM,1709198580,4512,false,91,79.89,75,,,,,,,,,
H|60,52,47:20:22,Lower Brood,Logged_Data,02/29/2024 9:53 AM,02/29/2024 2:53 AM,1709200380,4642,false,86,73.31,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/29/2024 10:22 AM,02/29/2024 3:22 AM,1709202178,5668,false,100,26.85,,88.68,1,88.68,35.10,17.54,18.11,17.93,,
