DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Metric,Temperature,Precipitation_inches,Relative_Humidity,Cloud_Cover,WindSpeed10mAbove_mph,SurfacePressure_millibars, WindDirection_degrees
1709164823,02/21/2024 7:00 AM,02/21/2024 12:00 AM,1708498800,false,43.10,0.00,86.7,96,5.00,867.3,279.2
1709164823,02/21/2024 8:00 AM,02/21/2024 1:00 AM,1708502400,false,43.90,0.00,80.6,99,3.70,866.4,351.6
1709164823,02/21/2024 9:00 AM,02/21/2024 2:00 AM,1708506000,false,43.70,0.00,80.7,99,7.50,866.1,306.3
1709164823,02/21/2024 10:00 AM,02/21/2024 3:00 AM,1708509600,false,43.40,0.00,81.4,100,4.50,865.3,294.5
1709164823,02/21/2024 11:00 AM,02/21/2024 4:00 AM,1708513200,false,42.50,0.00,82.9,96,5.00,865.1,340.4
1709164823,02/21/2024 12:00 PM,02/21/2024 5:00 AM,1708516800,false,41.30,0.00,86.7,96,6.00,864.7,314.6
1709164823,02/21/2024 1:00 PM,02/21/2024 6:00 AM,1708520400,false,41.60,0.00,86.9,88,2.60,864.9,353.2
1709164823,02/21/2024 2:00 PM,02/21/2024 7:00 AM,1708524000,false,40.30,0.00,91.7,85,0.20,864.6,359.1
1709164823,02/21/2024 3:00 PM,02/21/2024 8:00 AM,1708527600,false,39.70,0.00,91.8,85,1.80,864.7,55.3
1709164823,02/21/2024 4:00 PM,02/21/2024 9:00 AM,1708531200,false,39.50,0.00,95.8,71,3.80,865.2,8.3
1709164823,02/21/2024 5:00 PM,02/21/2024 10:00 AM,1708534800,false,40.10,0.00,92.8,65,3.80,865.4,5.8
1709164823,02/21/2024 6:00 PM,02/21/2024 11:00 AM,1708538400,false,39.20,0.03,91.9,82,4.00,866.1,311.3
1709164823,02/21/2024 7:00 PM,02/21/2024 12:00 PM,1708542000,false,40.30,0.04,91.8,78,1.50,866.5,26.9
1709164823,02/21/2024 8:00 PM,02/21/2024 1:00 PM,1708545600,false,40.80,0.00,87.7,96,3.00,866.9,26.7
