Rssi,Device,Hive_Position,Unix_Time,Sample,Battery,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,w3,w2,w4
0,47:13:0C,Lower Brood,1716130398,3,100.0,74.73,nan,nan,nan,nan,nan,nan,nan,nan
0,47:13:0C,Lower Brood,1716133998,10,100.0,74.89,nan,nan,nan,nan,nan,nan,nan,nan
0,47:13:0C,Lower Brood,1716134002,15,100.0,75.5,nan,nan,nan,nan,nan,nan,nan,nan
20,56:0B:D1,Upper Brood,1716135262,21,100.0,79.35,46.0,nan,nan,nan,nan,nan,nan,nan
0,47:13:0C,Lower Brood,1716137598,13,100.0,75.34,nan,nan,nan,nan,nan,nan,nan,nan
0,47:13:0C,Lower Brood,1716137599,14,100.0,75.43,nan,nan,nan,nan,nan,nan,nan,nan
0,47:13:0C,Lower Brood,1716137602,19,100.0,75.66,nan,nan,nan,nan,nan,nan,nan,nan
0,47:13:0C,Lower Brood,1716137604,22,100.0,75.75,nan,nan,nan,nan,nan,nan,nan,nan
0,47:13:0C,Lower Brood,1716137605,27,100.0,75.68,nan,nan,nan,nan,nan,nan,nan,nan
0,47:13:0C,Lower Brood,1716137606,28,100.0,75.66,nan,nan,nan,nan,nan,nan,nan,nan
26,47:13:0C,Lower Brood,1716137652,41,100.0,74.13,nan,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716138568,20,100.0,79.35,56.0,nan,nan,nan,nan,nan,nan,nan
82,56:0B:D1,Upper Brood,1716138855,22,100.0,91.45,49.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716142168,21,100.0,79.35,56.0,nan,nan,nan,nan,nan,nan,nan
88,56:0B:D1,Upper Brood,1716142456,23,100.0,89.92,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716145768,22,100.0,91.45,56.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716146059,24,100.0,90.42,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716149368,23,100.0,89.92,54.0,nan,nan,nan,nan,nan,nan,nan
88,56:0B:D1,Upper Brood,1716149655,25,100.0,91.31,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716152968,24,100.0,90.42,56.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716153255,26,100.0,91.94,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716156568,25,100.0,91.31,56.0,nan,nan,nan,nan,nan,nan,nan
82,56:0B:D1,Upper Brood,1716156859,27,100.0,92.57,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716160168,26,100.0,91.94,56.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716160449,28,100.0,92.64,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716163768,27,100.0,92.57,55.0,nan,nan,nan,nan,nan,nan,nan
88,56:0B:D1,Upper Brood,1716164050,29,100.0,92.03,55.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716167368,28,100.0,92.64,50.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716167649,30,100.0,91.45,55.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716170968,29,100.0,92.03,56.0,nan,nan,nan,nan,nan,nan,nan
80,56:0B:D1,Upper Brood,1716171249,31,100.0,90.6,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716174568,30,100.0,91.45,56.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716174848,32,100.0,89.7,55.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716178168,31,100.0,90.6,57.0,nan,nan,nan,nan,nan,nan,nan
82,56:0B:D1,Upper Brood,1716178448,33,100.0,88.68,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716181768,32,100.0,89.7,57.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716182058,34,100.0,87.49,51.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716185368,33,100.0,88.68,54.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716185652,35,100.0,86.61,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716188968,34,100.0,87.49,50.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716189248,36,100.0,87.04,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716192568,35,100.0,86.61,53.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716192852,37,100.0,86.14,59.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716196168,36,100.0,87.04,57.0,nan,nan,nan,nan,nan,nan,nan
84,56:0B:D1,Upper Brood,1716196448,38,100.0,86.16,59.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716199768,37,100.0,86.14,59.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716200052,39,100.0,85.49,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716203368,38,100.0,86.16,59.0,nan,nan,nan,nan,nan,nan,nan
84,56:0B:D1,Upper Brood,1716203647,40,100.0,84.9,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716206968,39,100.0,85.49,57.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716207247,41,100.0,84.48,58.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716210568,40,100.0,84.9,54.0,nan,nan,nan,nan,nan,nan,nan
84,56:0B:D1,Upper Brood,1716210847,42,100.0,84.3,55.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716214168,41,100.0,84.48,57.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716214446,43,100.0,83.39,55.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716217768,42,100.0,84.3,57.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716218046,44,100.0,84.34,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716221368,43,100.0,83.39,55.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716221647,45,100.0,84.65,58.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716224968,44,100.0,84.34,57.0,nan,nan,nan,nan,nan,nan,nan
88,56:0B:D1,Upper Brood,1716225246,46,100.0,84.65,59.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716228568,45,100.0,84.65,58.0,nan,nan,nan,nan,nan,nan,nan
84,56:0B:D1,Upper Brood,1716228846,47,100.0,85.55,58.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716232168,46,100.0,84.65,59.0,nan,nan,nan,nan,nan,nan,nan
98,56:0B:D1,Upper Brood,1716232446,48,100.0,85.82,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716235768,47,100.0,85.55,58.0,nan,nan,nan,nan,nan,nan,nan
99,56:0B:D1,Upper Brood,1716236046,49,100.0,84.48,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716239368,48,100.0,85.82,56.0,nan,nan,nan,nan,nan,nan,nan
99,56:0B:D1,Upper Brood,1716239645,50,100.0,84.48,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716242968,49,100.0,84.48,53.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716243250,51,100.0,84.61,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716246568,50,100.0,84.48,53.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716246845,52,100.0,83.75,58.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716250168,51,100.0,84.61,56.0,nan,nan,nan,nan,nan,nan,nan
98,56:0B:D1,Upper Brood,1716250445,53,100.0,84.47,59.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716253768,52,100.0,83.75,57.0,nan,nan,nan,nan,nan,nan,nan
98,56:0B:D1,Upper Brood,1716254045,54,100.0,83.19,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716257368,53,100.0,84.47,59.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716257654,55,100.0,81.89,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716260968,54,100.0,83.19,58.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716261245,56,100.0,82.16,58.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716264568,55,100.0,81.89,54.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716264844,57,100.0,82.5,59.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716268168,56,100.0,82.16,58.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716268449,58,100.0,81.77,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716271768,57,100.0,82.5,59.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716272044,59,100.0,81.5,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716275368,58,100.0,81.77,56.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716275648,60,99.0,80.7,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716278968,59,100.0,81.5,57.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716279243,61,99.0,81.12,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716282568,60,99.0,80.7,55.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716282843,62,99.0,79.64,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716286168,61,99.0,81.12,55.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716286443,63,99.0,80.36,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716289768,62,99.0,79.64,52.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716290044,64,98.0,78.54,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716293368,63,99.0,80.36,54.0,nan,nan,nan,nan,nan,nan,nan
88,56:0B:D1,Upper Brood,1716293643,65,98.0,78.69,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716296968,64,98.0,78.54,51.0,nan,nan,nan,nan,nan,nan,nan
88,56:0B:D1,Upper Brood,1716297243,66,98.0,78.96,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716300568,65,98.0,78.69,52.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716300843,67,97.0,78.49,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716304168,66,98.0,78.96,53.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716304443,68,97.0,78.89,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716307768,67,97.0,78.49,53.0,nan,nan,nan,nan,nan,nan,nan
88,56:0B:D1,Upper Brood,1716308037,69,97.0,80.0,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716311368,68,97.0,78.89,53.0,nan,nan,nan,nan,nan,nan,nan
86,56:0B:D1,Upper Brood,1716311637,70,97.0,81.96,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716314968,69,97.0,80.0,54.0,nan,nan,nan,nan,nan,nan,nan
84,56:0B:D1,Upper Brood,1716315237,71,98.0,84.07,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716318568,70,97.0,81.96,54.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716318837,72,97.0,84.27,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716322168,71,98.0,84.07,52.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716322437,73,98.0,85.53,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716325768,72,97.0,84.27,53.0,nan,nan,nan,nan,nan,nan,nan
86,56:0B:D1,Upper Brood,1716326046,74,98.0,86.25,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716329368,73,98.0,85.53,52.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716329641,75,98.0,87.35,46.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716332968,74,98.0,86.25,50.0,nan,nan,nan,nan,nan,nan,nan
98,56:0B:D1,Upper Brood,1716333236,76,98.0,88.01,48.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716336568,75,98.0,87.35,46.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716336836,77,98.0,87.4,47.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716340168,76,98.0,88.01,47.0,nan,nan,nan,nan,nan,nan,nan
84,56:0B:D1,Upper Brood,1716340436,78,98.0,86.68,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716343768,77,98.0,87.4,47.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716344035,79,98.0,86.3,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716347368,78,98.0,86.68,49.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716347636,80,97.0,85.46,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716350968,79,98.0,86.3,53.0,nan,nan,nan,nan,nan,nan,nan
86,56:0B:D1,Upper Brood,1716351236,81,97.0,85.13,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716354568,80,97.0,85.46,52.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716354835,82,97.0,84.16,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716358168,81,97.0,85.13,54.0,nan,nan,nan,nan,nan,nan,nan
98,56:0B:D1,Upper Brood,1716358436,83,97.0,83.37,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716361768,82,97.0,84.16,53.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716362035,84,96.0,82.5,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716365368,83,97.0,83.37,53.0,nan,nan,nan,nan,nan,nan,nan
98,56:0B:D1,Upper Brood,1716365635,85,96.0,82.18,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716368968,84,96.0,82.5,52.0,nan,nan,nan,nan,nan,nan,nan
86,56:0B:D1,Upper Brood,1716369234,86,96.0,81.24,51.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716372568,85,96.0,82.18,50.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716372834,87,96.0,81.5,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716376168,86,96.0,81.24,50.0,nan,nan,nan,nan,nan,nan,nan
90,56:0B:D1,Upper Brood,1716376434,88,96.0,81.06,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716379768,87,96.0,81.5,52.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716380034,89,95.0,81.69,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716383368,88,96.0,81.06,52.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716383634,90,95.0,81.3,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716386968,89,95.0,81.69,54.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716387238,91,95.0,81.39,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716390568,90,95.0,81.3,54.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716390834,92,95.0,81.1,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716394168,91,95.0,81.39,54.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716394433,93,95.0,82.16,51.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716397768,92,95.0,81.1,57.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716398033,94,95.0,82.59,49.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716401368,93,95.0,82.16,51.0,nan,nan,nan,nan,nan,nan,nan
86,56:0B:D1,Upper Brood,1716401633,95,95.0,82.95,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716404968,94,95.0,82.59,48.0,nan,nan,nan,nan,nan,nan,nan
82,56:0B:D1,Upper Brood,1716405233,96,95.0,84.66,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716408568,95,95.0,82.95,50.0,nan,nan,nan,nan,nan,nan,nan
82,56:0B:D1,Upper Brood,1716408832,97,95.0,86.03,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716412168,96,95.0,84.66,52.0,nan,nan,nan,nan,nan,nan,nan
84,56:0B:D1,Upper Brood,1716412432,98,96.0,87.45,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716415768,97,95.0,86.03,55.0,nan,nan,nan,nan,nan,nan,nan
88,56:0B:D1,Upper Brood,1716416037,99,96.0,89.51,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716419368,98,96.0,87.45,55.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716419632,100,96.0,90.33,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716422968,99,96.0,89.51,54.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716423232,101,95.0,87.02,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716426568,100,96.0,90.33,57.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716426832,102,96.0,89.2,59.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716430168,101,95.0,87.02,53.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716430437,103,96.0,89.85,62.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716433768,102,96.0,89.2,59.0,nan,nan,nan,nan,nan,nan,nan
92,56:0B:D1,Upper Brood,1716434032,104,96.0,89.69,62.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716437368,103,96.0,89.85,61.0,nan,nan,nan,nan,nan,nan,nan
84,56:0B:D1,Upper Brood,1716437632,105,96.0,88.59,59.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716440968,104,96.0,89.69,63.0,nan,nan,nan,nan,nan,nan,nan
94,56:0B:D1,Upper Brood,1716441236,106,95.0,87.49,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716444568,105,96.0,88.59,60.0,nan,nan,nan,nan,nan,nan,nan
96,56:0B:D1,Upper Brood,1716444832,107,95.0,85.6,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716448168,106,95.0,87.49,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716451768,107,95.0,85.6,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716455368,108,95.0,85.17,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716458968,109,95.0,84.27,55.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716462568,110,95.0,84.0,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716466168,111,94.0,83.62,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716469768,112,94.0,83.08,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716473368,113,94.0,82.27,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716476968,114,94.0,81.62,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716480568,115,94.0,81.82,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716484168,116,93.0,81.91,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716487768,117,93.0,82.32,51.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716491368,118,93.0,82.76,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716494968,119,93.0,83.04,51.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716498568,120,93.0,83.93,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716502168,121,93.0,84.59,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716505768,122,93.0,85.49,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716509368,123,94.0,86.68,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716512968,124,94.0,87.06,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716516568,125,94.0,86.07,50.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716520168,126,93.0,85.44,51.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716523768,127,93.0,84.48,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716527368,128,93.0,83.84,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716530968,129,93.0,83.39,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716534568,130,93.0,82.54,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716538168,131,93.0,81.87,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716541768,132,92.0,81.23,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716545368,133,92.0,80.43,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716548968,134,92.0,80.56,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716552568,135,92.0,79.8,51.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716556168,136,92.0,78.27,52.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716559768,137,92.0,78.6,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716563368,138,91.0,78.09,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716566968,139,92.0,79.25,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716570568,140,91.0,79.77,53.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716574168,141,91.0,79.53,54.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716577768,142,92.0,82.07,55.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716581368,143,92.0,83.49,56.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716584968,144,92.0,85.85,58.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716588568,145,92.0,87.74,60.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716592168,146,93.0,89.0,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716595768,147,93.0,90.98,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716599368,148,93.0,90.98,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716602968,149,93.0,90.21,58.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716606568,150,93.0,88.91,58.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716610168,151,93.0,87.9,57.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716613768,152,93.0,87.47,60.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716617368,153,93.0,86.48,62.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716620968,154,93.0,86.25,62.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716624568,155,93.0,85.29,63.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716628168,156,92.0,85.2,63.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716631768,157,92.0,84.79,63.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716635368,158,92.0,84.72,63.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716638968,159,92.0,84.05,63.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716642568,160,92.0,84.41,61.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716646168,161,92.0,84.0,62.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716649768,162,92.0,83.66,62.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716653368,163,92.0,83.73,62.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716656968,164,92.0,83.85,60.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716660568,165,92.0,83.93,61.0,nan,nan,nan,nan,nan,nan,nan
0,56:0B:D1,Upper Brood,1716664168,166,92.0,85.08,62.0,nan,nan,nan,nan,nan,nan,nan
