DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Metric,Temperature,Precipitation_inches,Relative_Humidity,Cloud_Cover,WindSpeed10mAbove_mph,SurfacePressure_millibars, WindDirection_degrees
1715363800,05/10/2022 6:00 AM,05/10/2022 12:00 AM,1652162400,false,44.30,0.00,30.5,0,7.80,863.6,47.2
1715363800,05/10/2022 7:00 AM,05/10/2022 1:00 AM,1652166000,false,42.60,0.00,34,0,6.10,863.4,337.6
1715363800,05/10/2022 8:00 AM,05/10/2022 2:00 AM,1652169600,false,41.80,0.00,39.7,0,5.70,862.8,237.4
1715363800,05/10/2022 9:00 AM,05/10/2022 3:00 AM,1652173200,false,39.90,0.00,43,0,6.30,862.8,251.6
1715363800,05/10/2022 10:00 AM,05/10/2022 4:00 AM,1652176800,false,39.00,0.00,48.7,12,3.30,863,324.3
1715363800,05/10/2022 11:00 AM,05/10/2022 5:00 AM,1652180400,false,37.50,0.00,55.7,0,2.30,863.2,184.5
1715363800,05/10/2022 12:00 PM,05/10/2022 6:00 AM,1652184000,false,35.30,0.00,60.1,0,3.00,863.2,248.5
1715363800,05/10/2022 1:00 PM,05/10/2022 7:00 AM,1652187600,false,35.60,0.00,60.1,0,2.90,863.4,162.8
1715363800,05/10/2022 2:00 PM,05/10/2022 8:00 AM,1652191200,false,38.90,0.00,54.9,0,2.10,863.9,30
1715363800,05/10/2022 3:00 PM,05/10/2022 9:00 AM,1652194800,false,41.80,0.00,48,0,0.30,864.2,350.2
1715363800,05/10/2022 4:00 PM,05/10/2022 10:00 AM,1652198400,false,44.80,0.00,42.4,0,3.20,864.7,320.8
1715363800,05/10/2022 5:00 PM,05/10/2022 11:00 AM,1652202000,false,48.80,0.00,36.6,0,4.50,865.2,2.8
1715363800,05/10/2022 6:00 PM,05/10/2022 12:00 PM,1652205600,false,52.10,0.00,31.8,0,5.30,865.3,350
1715363800,05/10/2022 7:00 PM,05/10/2022 1:00 PM,1652209200,false,54.00,0.00,31.5,0,8.90,865.6,330
1715363800,05/10/2022 8:00 PM,05/10/2022 2:00 PM,1652212800,false,55.50,0.00,29.2,0,11.70,865.6,326.7
1715363800,05/10/2022 9:00 PM,05/10/2022 3:00 PM,1652216400,false,56.70,0.00,27.5,0,9.50,865.5,330.5
1715363800,05/10/2022 10:00 PM,05/10/2022 4:00 PM,1652220000,false,57.90,0.00,24,16,9.80,865.1,328.7
1715363800,05/10/2022 11:00 PM,05/10/2022 5:00 PM,1652223600,false,58.20,0.00,21.9,20,11.00,865,341.5
1715363800,05/11/2022 12:00 AM,05/10/2022 6:00 PM,1652227200,false,58.40,0.00,20.3,34,9.60,864.7,339.2
1715363800,05/11/2022 1:00 AM,05/10/2022 7:00 PM,1652230800,false,58.30,0.00,19.4,72,10.00,864.4,338.6
1715363800,05/11/2022 2:00 AM,05/10/2022 8:00 PM,1652234400,false,58.40,0.00,20,32,8.10,864.1,348.1
1715363800,05/11/2022 3:00 AM,05/10/2022 9:00 PM,1652238000,false,54.90,0.00,25.1,52,5.70,864.6,335.6
1715363800,05/11/2022 4:00 AM,05/10/2022 10:00 PM,1652241600,false,52.10,0.00,30,37,1.90,865.1,175
1715363800,05/11/2022 5:00 AM,05/10/2022 11:00 PM,1652245200,false,50.60,0.00,31.9,39,2.50,865.2,166.2
1715363800,05/11/2022 6:00 AM,05/11/2022 12:00 AM,1652248800,false,46.70,0.00,41.6,0,2.60,865.2,189.3
1715363800,05/11/2022 7:00 AM,05/11/2022 1:00 AM,1652252400,false,45.10,0.00,44.9,0,5.30,865.4,174.8
1715363800,05/11/2022 8:00 AM,05/11/2022 2:00 AM,1652256000,false,43.70,0.00,49.9,0,4.00,865.2,169.1
1715363800,05/11/2022 9:00 AM,05/11/2022 3:00 AM,1652259600,false,42.00,0.00,56.2,0,4.50,865.2,101.6
1715363800,05/11/2022 10:00 AM,05/11/2022 4:00 AM,1652263200,false,40.10,0.00,53.9,0,3.80,865.3,126.2
1715363800,05/11/2022 11:00 AM,05/11/2022 5:00 AM,1652266800,false,40.10,0.00,51.9,0,4.70,865.1,189.6
1715363800,05/11/2022 12:00 PM,05/11/2022 6:00 AM,1652270400,false,39.10,0.00,57.9,0,5.00,864.8,199.3
1715363800,05/11/2022 1:00 PM,05/11/2022 7:00 AM,1652274000,false,39.30,0.00,53.8,0,3.20,864.7,249.4
1715363800,05/11/2022 2:00 PM,05/11/2022 8:00 AM,1652277600,false,44.70,0.00,47.3,0,2.10,865.3,337
1715363800,05/11/2022 3:00 PM,05/11/2022 9:00 AM,1652281200,false,49.90,0.00,37.6,0,3.60,865.2,291.8
1715363800,05/11/2022 4:00 PM,05/11/2022 10:00 AM,1652284800,false,53.40,0.00,32.6,0,1.90,864.9,19.7
1715363800,05/11/2022 5:00 PM,05/11/2022 11:00 AM,1652288400,false,57.80,0.00,27.7,0,4.00,864.6,327.5
1715363800,05/11/2022 6:00 PM,05/11/2022 12:00 PM,1652292000,false,61.30,0.00,25,0,6.00,864.2,282.3
1715363800,05/11/2022 7:00 PM,05/11/2022 1:00 PM,1652295600,false,63.30,0.00,21.8,0,8.30,863.3,246.6
1715363800,05/11/2022 8:00 PM,05/11/2022 2:00 PM,1652299200,false,64.90,0.00,21.5,0,10.10,862.5,308.7
1715363800,05/11/2022 9:00 PM,05/11/2022 3:00 PM,1652302800,false,64.80,0.00,23.3,0,17.30,862.4,321.4
1715363800,05/11/2022 10:00 PM,05/11/2022 4:00 PM,1652306400,false,66.00,0.00,20.3,0,15.70,861.2,325
1715363800,05/11/2022 11:00 PM,05/11/2022 5:00 PM,1652310000,false,65.10,0.00,21.4,1,16.80,860.9,306.3
1715363800,05/12/2022 12:00 AM,05/11/2022 6:00 PM,1652313600,false,63.50,0.00,23.1,71,14.30,861.1,304.8
1715363800,05/12/2022 1:00 AM,05/11/2022 7:00 PM,1652317200,false,62.00,0.00,22.9,100,12.20,861.3,313.6
1715363800,05/12/2022 2:00 AM,05/11/2022 8:00 PM,1652320800,false,61.00,0.00,26,100,9.80,861.6,299.4
1715363800,05/12/2022 3:00 AM,05/11/2022 9:00 PM,1652324400,false,57.90,0.00,28.5,100,5.30,861.8,332.7
1715363800,05/12/2022 4:00 AM,05/11/2022 10:00 PM,1652328000,false,56.90,0.00,30.8,100,8.90,862.3,183.5
1715363800,05/12/2022 5:00 AM,05/11/2022 11:00 PM,1652331600,false,53.00,0.00,42.5,92,5.30,863.5,335.7
1715363800,05/12/2022 6:00 AM,05/12/2022 12:00 AM,1652335200,false,51.50,0.00,43.2,100,15.00,864.7,274.2
1715363800,05/12/2022 7:00 AM,05/12/2022 1:00 AM,1652338800,false,51.30,0.00,41,99,12.90,865.6,307.8
1715363800,05/12/2022 8:00 AM,05/12/2022 2:00 AM,1652342400,false,48.80,0.00,53.1,100,13.40,866.1,321.7
1715363800,05/12/2022 9:00 AM,05/12/2022 3:00 AM,1652346000,false,44.60,0.02,74.8,99,14.40,867.1,252.9
1715363800,05/12/2022 10:00 AM,05/12/2022 4:00 AM,1652349600,false,41.50,0.06,82.5,100,13.20,868.2,336.1
1715363800,05/12/2022 11:00 AM,05/12/2022 5:00 AM,1652353200,false,39.00,0.09,87.5,100,8.80,869.3,343.5
1715363800,05/12/2022 12:00 PM,05/12/2022 6:00 AM,1652356800,false,36.90,0.07,91.9,100,6.50,870.1,42.5
1715363800,05/12/2022 1:00 PM,05/12/2022 7:00 AM,1652360400,false,37.70,0.01,92.5,77,3.40,870.3,112.3
1715363800,05/12/2022 2:00 PM,05/12/2022 8:00 AM,1652364000,false,40.40,0.00,87.9,54,5.00,871.6,195.3
1715363800,05/12/2022 3:00 PM,05/12/2022 9:00 AM,1652367600,false,41.80,0.00,86.3,63,6.40,872.5,159.2
1715363800,05/12/2022 4:00 PM,05/12/2022 10:00 AM,1652371200,false,45.30,0.00,69.9,59,7.50,873.5,157.3
1715363800,05/12/2022 5:00 PM,05/12/2022 11:00 AM,1652374800,false,49.20,0.00,52.8,72,7.00,873.9,203.4
